corpus,sample_bucket_primary,doc_id,chunk_id,sentence_text,a_raw_text,a_class,d_surface,d_class,i_phrase_text,c_texts,b_text,o_local_present,o_local_text,statement_type_candidate,iad_rule_type_primary,iad_rule_type_hits,iad_rule_type_n_hits,iad_boundary,iad_position,iad_choice,iad_information,iad_scope,iad_aggregation,iad_payoff,manual_keep_as_rule,manual_primary_rule_type,manual_secondary_rule_types,manual_agrees_with_model,manual_confidence,manual_notes,manual_reviewer
Education-relevant,payoff,26250ebdfd18c6e3,26250ebdfd18c6e3_00052,"Land (Duties and Taxes) Act amended The Land (Duties and Taxes) Act is amended – (a) in section 2, in the definition of “deed of transfer”, in paragraph (m), in subparagraph (iii)(B), by deleting the words “an effective change in ownership of that company” and replacing them by the words “a change of more than 10 per cent in the shareholding of that company”; (b) in section 26A, in subsection (1A)(a)(ii), by deleting the words “an effective change in ownership of that company” and replacing them by the words “in a change of more than 10 per cent in the shareholding of that company”; (c) in section 28, in subsection (5)(a), by deleting the words “or (3F)” and replacing them by the words “, (3F) or (4A)”; (d) in section 51, by inserting, after subsection (3B), the following new subsection – (3C) (a) Notwithstanding this Act, where any duty and taxes determined in accordance with section 28, and penalty claimed thereon pursuant to section 35, and any interest imposed in relation thereto under section 28, have remained unpaid as at 30 June 2024, the penalty and interest shall be waived, provided that – (i) the duty and taxes are paid not later than 26 June 2025; and (ii) at the time of payment, the person withdraws or formally undertakes to withdraw any objection before the Registrar-General, any representations before the Assessment Review Committee set Acts 2024 499 up under the Mauritius Revenue Authority Act, any appeal before the Supreme Court or Judicial Committee of the Privy Council in relation to the payment of the duty and taxes.",the penalty and interest,explicit,shall,obligation,waived|amended|claimed|remained,"in accordance with section 28, and penalty claimed thereon pursuant to section 35, and any interest imposed in relation thereto under section 28, have remained unpaid as at 30 June 2024, the penalty and interest shall be waived, provided that – (i) the duty and taxes are paid not later than 26 June 2025; and (ii) at the time of payment, the person withdraws or formally undertakes to withdraw any objection before the Registrar-General, any representations before the Assessment Review Committee set Acts 2024 499 up under the Mauritius Revenue Authority Act, any appeal before the Supreme Court or Judicial Committee of the Privy Council in relation to the payment of the duty and taxes.|Notwithstanding this Act, where any duty and taxes determined in accordance with section 28, and penalty claimed thereon pursuant to section 35, and any interest imposed in relation thereto under section 28, have remained unpaid as at 30 June 2024, the penalty and interest shall be waived, provided that – (i) the duty and taxes are paid not later than 26 June 2025; and (ii) at the time of payment, the person withdraws or formally undertakes to withdraw any objection before the Registrar-General, any representations before the Assessment Review Committee set Acts 2024 499 up under the Mauritius Revenue Authority Act, any appeal before the Supreme Court or Judicial Committee of the Privy Council in relation to the payment of the duty and taxes.",Assessment,True,"Land (Duties and Taxes) Act amended The Land (Duties and Taxes) Act is amended – (a) in section 2, in the definition of “deed of transfer”, in paragraph (m), in subparagraph (iii)(B), by deleting the words “an effective change in ownership of that company” and replacing them by the words “a change of more than 10 per cent in the shareholding of that company”; (b) in section 26A, in subsection (1A)(a)(ii), by deleting the words “an effective change in ownership of that company” and replacing them by the words “in a change of more than 10 per cent in the shareholding of that company”; (c) in section 28, in subsection (5)(a), by deleting the words “or (3F)” and replacing them by the words “, (3F) or (4A)”; (d) in section 51, by inserting, after subsection (3B), the following new subsection – (3C) (a) Notwithstanding this Act, where any duty and taxes determined in accordance with section 28, and penalty claimed thereon pursuant to section 35, and any interest imposed in relation thereto under section 28, have remained unpaid as at 30 June 2024, the penalty and interest shall be waived, provided that – (i) the duty and taxes are paid not later than 26 June 2025; and (ii) at the time of payment, the person withdraws or formally undertakes to withdraw any objection before the Registrar-General, any representations before the Assessment Review Committee set Acts 2024 499 up under the Mauritius Revenue Authority Act, any appeal before the Supreme Court or Judicial Committee of the Privy Council in relation to the payment of the duty and taxes.",rule_candidate,payoff,choice|information|payoff|position,4,0,1,1,1,0,0,1,,,,,,,
Education-relevant,payoff,1331c9176233b177,1331c9176233b177_00196,"Such a person is the “owner” of a dangerous thing as referred to in Articles 1063 to 1067of the Croatian Civil Obligations Act (COA), and is liable for damage caused by the animal (Article 1064 COA: “The owner shall be liable for damage resulting from a dangerous thing.”",The owner,explicit,shall,obligation,be,,,True,"Such a person is the “owner” of a dangerous thing as referred to in Articles 1063 to 1067of the Croatian Civil Obligations Act (COA), and is liable for damage caused by the animal (Article 1064 COA: “The owner shall be liable for damage resulting from a dangerous thing.”",rule_candidate,payoff,choice|payoff,2,0,0,1,0,0,0,1,,,,,,,
Education-relevant,scope,04d5dc971cb2c89b,04d5dc971cb2c89b_00120,"To initiate a regulatory testing ground, companies must: (1) demonstrate that the product is ready to be tested in the real world; (2) identify current regulations that limit the use of the product or service; (3) demonstrate how the innovative product will lead to a benefit for customers or society.",companies,explicit,must,obligation,demonstrate,,service,True,"To initiate a regulatory testing ground, companies must: (1) demonstrate that the product is ready to be tested in the real world; (2) identify current regulations that limit the use of the product or service; (3) demonstrate how the innovative product will lead to a benefit for customers or society.",rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,,,,,,,
Education-relevant,scope,5356c3a4c58cd2eb,5356c3a4c58cd2eb_00065,"It can be shown that Note that while numerical targets specific to machine learning (e.g., accuracy of XX% or higher) are not set at the stage of setting external quality, for the external quality of ""risk aversion,"" it may be possible to set numerical targets required for machine learning elements (e.g., the occurrence rate of misjudgments that lead to danger) in the process of setting the level of external quality (2.2.3).",It,explicit,can,permission,shown,,,True,"It can be shown that Note that while numerical targets specific to machine learning (e.g., accuracy of XX% or higher) are not set at the stage of setting external quality, for the external quality of ""risk aversion,"" it may be possible to set numerical targets required for machine learning elements (e.g., the occurrence rate of misjudgments that lead to danger) in the process of setting the level of external quality (2.2.3).",rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,,,,,,,
Education-relevant,scope,ab34b52e55b3f664,ab34b52e55b3f664_00041,"Disparities that have the potential to lead to algorithmic discrimination, cause meaningful harm, or violate equity 49 goals should be mitigated.",violate equity 49 goals,explicit,should,obligation,"mitigated|cause meaningful harm ,",,,True,"Disparities that have the potential to lead to algorithmic discrimination, cause meaningful harm, or violate equity 49 goals should be mitigated.",rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,,,,,,,
Education-relevant,scope,2917c92e35cef4cb,2917c92e35cef4cb_00118,"If bias exists, and an organisation can identify a non-discriminatory approach to mitigate that, then there seems to be an ethical responsibility to do so.",an organisation,explicit,can,permission,identify a non - discriminatory approach|exists,"If bias exists , and an organisation can identify a non - discriminatory approach to mitigate that",,True,"Organisations developing and deploying algorithmic decision-making should ensure that their mitigation efforts do not lead to direct discrimination, or outcome differences without objective justification.",rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,,,,,,,
Education-relevant,scope,59bfba21c0b6533e,59bfba21c0b6533e_00031,"During the previous legislature, the Government developed priority policy lines in – provide universal access to health care; TACKLING INEQUALITY Machine Translated by Google In order to better meet the needs of the population, the policy pursued must be more coherent.",the policy pursued,explicit,must,obligation,be,,,True,"Based on the policy and plans that exist within the various competent entities, the Government will organise a Brussels States General for health and welfare, which must result in an integrated welfare and health plan that focuses, among other things, on the Brussels first line for welfare and health.",rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,,,,,,,
Education-relevant,scope,c205f26c583c71df,c205f26c583c71df_00020,Data analysis or automated decision making must not result in outcomes that lead to discrimination as defned in the Equality Act 2010.,Data analysis or automated decision making,explicit,must,prohibition,result,in outcomes that lead to discrimination as defned in the Equality Act 2010,Data,True,Data analysis or automated decision making must not result in outcomes that lead to discrimination as defned in the Equality Act 2010.,rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,,,,,,,
Education-relevant,scope,2917c92e35cef4cb,2917c92e35cef4cb_00118,"Organisations developing and deploying algorithmic decision-making should ensure that their mitigation efforts do not lead to direct discrimination, or outcome differences without objective justification.",,implicit,should,obligation,ensure,,,True,"Organisations developing and deploying algorithmic decision-making should ensure that their mitigation efforts do not lead to direct discrimination, or outcome differences without objective justification.",rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,,,,,,,
Education-relevant,scope,ab34b52e55b3f664,ab34b52e55b3f664_00042,One of the considerations in whether to use the system should be the validity of any target measure; unobservable targets may result in the inappropriate use of proxies.,One of the considerations in whether to use the system,explicit,should,obligation,be,,system,True,One of the considerations in whether to use the system should be the validity of any target measure; unobservable targets may result in the inappropriate use of proxies.,rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,,,,,,,
Education-in-title,boundary,1fda09b5e2732a41,1fda09b5e2732a41_00004,"In the event that a qualified Policy Council member under Section 6 (5) or (6) vacates his/her position according to his/her term but no action has been taken to appoint a new qualified Policy Council member under Section 6 (5) or (6), the qualified Policy Council member under Section 6 (5) or (6) who vacates his/her position shall continue to perform his/her duties until a new qualified Policy Council member under Section 6 (5) or (6) is appointed.",his / her position,explicit,shall,obligation,continue,,,True,"Section 10 cannot (5) has never been sentenced to imprisonment by a final judgment, except for an offense committed through negligence or a minor offense; (6) has never been dismissed, discharged or removed from government service, a state agency, a state enterprise or a private agency due to corruption or serious misconduct.",rule_candidate,boundary,boundary|choice|position,3,1,1,1,0,0,0,0,,,,,,,
Education-in-title,boundary,d6c2938f89334a5e,d6c2938f89334a5e_00005,This measure is available to duly registered undertakings (including self-employed persons) that: a) carry out an economic activity in Malta; and b) are engaged in one or more qualifying activities; 3.1.2 Undertakings engaged in any activity excluded from receiving aid under the General Block Exemption Regulation1 may not benefit from this measure.,,implicit,may,prohibition,benefit,,,True,"3.2 Qualifying Training 3.2.1 The Corporation shall consider supporting training: a) that leads to the acquisition of skills, knowhow or knowledge directly related to the business operations of the applicant undertaking and the development of the current and future function of the trainees within the organisation; b) provided to non-Maltese employees to support them in learning the Maltese language and culture; c) in the use of digital technologies, digital communications, cyber security, and other topics related to digitisation; d) on improving the applicant’s position vis-a-vis Environmental, Social and Corporate Governance practices.",rule_candidate,boundary,boundary|choice|information,3,1,0,1,1,0,0,0,,,,,,,
Education-in-title,boundary,1fda09b5e2732a41,1fda09b5e2732a41_00004,"In the event that an additional qualified member of the Policy Council under Section 6 (5) is appointed while the qualified member of the Policy Council under Section 6 (5) who has already been appointed is still in office, the person appointed to be an additional qualified member of the Policy Council under Section 6 (5) shall hold the position for the remaining term of the qualified member of the Policy Council under Section 6 (5) who has already been appointed.",,implicit,shall,obligation,hold the position for the remaining term of the qualified member of the Policy Council under Section 6 ( 5 ) who has already been appointed,while the qualified member of the Policy Council under Section 6 ( 5 ) who has already been appointed is still in office,,True,"Section 10 cannot (5) has never been sentenced to imprisonment by a final judgment, except for an offense committed through negligence or a minor offense; (6) has never been dismissed, discharged or removed from government service, a state agency, a state enterprise or a private agency due to corruption or serious misconduct.",rule_candidate,boundary,boundary|choice|position,3,1,1,1,0,0,0,0,,,,,,,
Education-in-title,boundary,f3b7e05ac1042b2d,f3b7e05ac1042b2d_00020,The project must be fully in line with the objectives and levers of France 2030 mentioned above (to be found on the SGPI website: https:// gouvernement.fr/appel-a-manifestations-d-interet-competences-et-metiers-d-avenir ) Applications that do not meet the admissibility and eligibility criteria will not be submitted to the steering committee or the jury and will not be eligible for funding under any circumstances.,The project,explicit,must,obligation,be|mentioned|submitted,in line with the objectives and levers of France 2030,,True,"Too great a gap between the initial project, its timetable and its roadmap, on the one hand, and its actual implementation, on the other hand, could lead the State to decide to suspend funding or even stop it in the event of non-compliance with the initial ambition described in the file submitted.",rule_candidate,boundary,boundary|choice|payoff|position|scope,5,1,1,1,0,1,0,1,,,,,,,
Education-in-title,boundary,2f873685559b79f9,2f873685559b79f9_00060,"Once the submissions have been reviewed, the processing body will formulate the final proposed resolution, which must include the list of applicants for whom the grant is proposed and the corresponding amount.",which,explicit,must,obligation,include the list of applicants for whom the grant is proposed and the corresponding amount,,,True,"Failure to accept the proposal within this period will result in the application being considered rejected, by means of a resolution, in accordance with Article 25 of the grant guidelines governing this call for applications.",rule_candidate,boundary,boundary|choice|payoff|position,4,1,1,1,0,0,0,1,,,,,,,
Education-in-title,boundary,59bfba21c0b6533e,59bfba21c0b6533e_00060,"This plan must lead to a general interest 60 – support for the development of a sustainable food supply (according to the criteria of the “Good Food Strategy”), primarily in school refectories, but also in other canteens and restaurants managed directly or indirectly by the government.",This plan,explicit,must,obligation,lead|managed,in other canteens and restaurants,,True,"This plan must lead to a general interest 60 – support for the development of a sustainable food supply (according to the criteria of the “Good Food Strategy”), primarily in school refectories, but also in other canteens and restaurants managed directly or indirectly by the government.",rule_candidate,boundary,boundary|choice|position,3,1,1,1,0,0,0,0,,,,,,,
Education-in-title,boundary,59bfba21c0b6533e,59bfba21c0b6533e_00060,"Urban industry and local production – support for non-professional food production by citizens, schools, citizen collectives, associations or the government; The Government emphatically reaffirms that the city must continue to offer space to the non-tertiary economy in order to support the economic development of Brussels and to ensure that Brussels residents can work in their own living environment.",the city,explicit,must,obligation,continue,,,True,"This plan must lead to a general interest 60 – support for the development of a sustainable food supply (according to the criteria of the “Good Food Strategy”), primarily in school refectories, but also in other canteens and restaurants managed directly or indirectly by the government.",rule_candidate,boundary,boundary|choice|position,3,1,1,1,0,0,0,0,,,,,,,
Education-in-title,boundary,d6c2938f89334a5e,d6c2938f89334a5e_00005,"3.2 Qualifying Training 3.2.1 The Corporation shall consider supporting training: a) that leads to the acquisition of skills, knowhow or knowledge directly related to the business operations of the applicant undertaking and the development of the current and future function of the trainees within the organisation; b) provided to non-Maltese employees to support them in learning the Maltese language and culture; c) in the use of digital technologies, digital communications, cyber security, and other topics related to digitisation; d) on improving the applicant’s position vis-a-vis Environmental, Social and Corporate Governance practices.",3.2 Qualifying Training 3.2.1 The Corporation,explicit,shall,obligation,consider|provided,"in the use of digital technologies , digital communications , cyber security , and other topics related to digitisation ;",,True,"3.2 Qualifying Training 3.2.1 The Corporation shall consider supporting training: a) that leads to the acquisition of skills, knowhow or knowledge directly related to the business operations of the applicant undertaking and the development of the current and future function of the trainees within the organisation; b) provided to non-Maltese employees to support them in learning the Maltese language and culture; c) in the use of digital technologies, digital communications, cyber security, and other topics related to digitisation; d) on improving the applicant’s position vis-a-vis Environmental, Social and Corporate Governance practices.",rule_candidate,boundary,boundary|choice|information,3,1,0,1,1,0,0,0,,,,,,,
Education-in-title,position,1fda09b5e2732a41,1fda09b5e2732a41_00004,"Section 10 cannot (5) has never been sentenced to imprisonment by a final judgment, except for an offense committed through negligence or a minor offense; (6) has never been dismissed, discharged or removed from government service, a state agency, a state enterprise or a private agency due to corruption or serious misconduct.",,implicit,can,prohibition,5,"except for an offense committed through negligence or a minor offense; (6) has never been dismissed, discharged or removed from government service, a state agency, a state enterprise or a private agency due to corruption or serious misconduct.",service,True,"Section 10 cannot (5) has never been sentenced to imprisonment by a final judgment, except for an offense committed through negligence or a minor offense; (6) has never been dismissed, discharged or removed from government service, a state agency, a state enterprise or a private agency due to corruption or serious misconduct.",rule_candidate,position,choice|position,2,0,1,1,0,0,0,0,,,,,,,
Education-in-title,position,1fda09b5e2732a41,1fda09b5e2732a41_00016,Such interest must not exceed 0.5 percent of the total number of shares or capital.,Such interest,explicit,must,prohibition,exceed 0.5 percent of the total number of shares or capital,,,True,That was committed through negligence or a minor offense All existing board members have been dismissed because of their misconduct or because they have caused serious damage to NRCT.,rule_candidate,position,choice|position,2,0,1,1,0,0,0,0,,,,,,,
Education-in-title,position,b03073832e558af6,b03073832e558af6_00043,"Likewise, GenAI-based tutoring models that require high bandwidth access to a Large Language Model (LLM) may generate high per-student costs, which can result in unaffordable pricing for most students.",GenAI - based tutoring models that require high bandwidth access to a Large Language Model ( LLM ),explicit,may,permission,"generate high per - student costs , which can result in unaffordable pricing for most students",,models,True,"Likewise, GenAI-based tutoring models that require high bandwidth access to a Large Language Model (LLM) may generate high per-student costs, which can result in unaffordable pricing for most students.",rule_candidate,position,choice|position,2,0,1,1,0,0,0,0,,,,,,,
Education-in-title,position,1fda09b5e2732a41,1fda09b5e2732a41_00024,Section 50 The Director of NRCT shall have the duties and powers to (1) manage NRCT's work to achieve results in accordance with NRCT's missions and regulations; (2) Money or property that has been donated or given.,Section 50 The Director of NRCT,explicit,shall,obligation,have the duties and powers to ( 1,in accordance with NRCT's missions and regulations; (2) Money or property that has been donated or given.,,True,Section 50 The Director of NRCT shall have the duties and powers to (1) manage NRCT's work to achieve results in accordance with NRCT's missions and regulations; (2) Money or property that has been donated or given.,rule_candidate,position,choice|position,2,0,1,1,0,0,0,0,,,,,,,
Education-in-title,position,b03073832e558af6,b03073832e558af6_00034,"● AI-enhanced products and services may not be transparent in disclosing how and why they collect student data or PII, and educators, students, or parents may not be provided an affirmative option to opt out of data collection.",● AI - enhanced products and services,explicit,may,prohibition,be|provided an affirmative option to opt out of data collection,,data,True,● AI-enhanced products could result in students under the age of 13 accessing inappropriate or harmful content.,rule_candidate,position,choice|position,2,0,1,1,0,0,0,0,,,,,,,
Education-in-title,position,3712e3e3a67c986e,3712e3e3a67c986e_00070,"[online] Learning analytics – a system that will soon be built into most applications offered for educational purposes, which processes student results in a clear manner and presents them to both the students themselves and the teacher, who, based on them, suggests the direction of further study; it should have sufficient readiness to prevent a student from falling behind in the initial stages of its development.",it,explicit,should,obligation,have sufficient readiness to prevent a student from falling behind in the initial stages of its development,,Learning analytics,True,"[online] Learning analytics – a system that will soon be built into most applications offered for educational purposes, which processes student results in a clear manner and presents them to both the students themselves and the teacher, who, based on them, suggests the direction of further study; it should have sufficient readiness to prevent a student from falling behind in the initial stages of its development.",rule_candidate,position,choice|position|scope,3,0,1,1,0,1,0,0,,,,,,,
Education-in-title,position,b03073832e558af6,b03073832e558af6_00103,Collect data on student use and any discipline that may be related to AI to ensure that the use of AI does not result in disproportionate discipline of certain student groups.,that,explicit,may,permission,related,,data,True,Collect data on student use and any discipline that may be related to AI to ensure that the use of AI does not result in disproportionate discipline of certain student groups.,rule_candidate,position,choice|position,2,0,1,1,0,0,0,0,,,,,,,
Education-in-title,choice,b03073832e558af6,b03073832e558af6_00026,Educational leaders should determine whether the AI model results in significant disparities in the model’s performance across demographic groups.,Educational leaders,explicit,should,obligation,determine,,AI model,True,Educational leaders should determine whether the AI model results in significant disparities in the model’s performance across demographic groups.,rule_candidate,choice,choice,1,0,0,1,0,0,0,0,,,,,,,
Education-in-title,choice,81ddf98434c5918d,81ddf98434c5918d_00158,"This idea of, let's call it, the process of democratization and emancipation of ideas, of such a conservative social task as the educational process should be, inevitably leads to a change in preferences, choices, but also efficiency, and it goes both ways.",the educational process,explicit,should,obligation,be,,,True,"This idea of, let's call it, the process of democratization and emancipation of ideas, of such a conservative social task as the educational process should be, inevitably leads to a change in preferences, choices, but also efficiency, and it goes both ways.",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,,,,,,,
Education-in-title,choice,2f873685559b79f9,2f873685559b79f9_00009,"b) Comply with the provisions of Royal Decree-Law 36/2020, of December 30, which approves urgent measures for the modernization of the Public Administration and for the execution of the Recovery, Transformation and Resilience Plan, Orders HFP/1030/2021 and HFP/1031/2021, as well as all the required requirements Machine Translated by Google Failure to comply with any of the above requirements may result in the loss of the right to payment or the reimbursement of the aid granted, depending on the procedural stage in which the processing of the file is found.","b ) Comply with the provisions of Royal Decree - Law 36/2020 , of December 30 , which approves urgent measures for the modernization of the Public Administration and for the execution of the Recovery , Transformation and Resilience Plan , Orders HFP/1030/2021 and HFP/1031/2021 , as well as all the required requirements Machine Translated by Google Failure to comply with any of the above requirements",explicit,may,permission,result|found,in the loss of the right to payment or the reimbursement of the aid granted,,True,"b) Comply with the provisions of Royal Decree-Law 36/2020, of December 30, which approves urgent measures for the modernization of the Public Administration and for the execution of the Recovery, Transformation and Resilience Plan, Orders HFP/1030/2021 and HFP/1031/2021, as well as all the required requirements Machine Translated by Google Failure to comply with any of the above requirements may result in the loss of the right to payment or the reimbursement of the aid granted, depending on the procedural stage in which the processing of the file is found.",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,,,,,,,
Education-in-title,choice,59bfba21c0b6533e,59bfba21c0b6533e_00085,"The redevelopment of the Ring must lead to a reduction in traffic in the Brussels Region by fulfilling its role as a ring road for road traffic that unnecessarily crosses the Region and, in terms of the environment and public health, must respect regional commitments and contribute to better air quality.",The redevelopment of the Ring,explicit,must,obligation,lead,in terms of the environment and public health,,True,"The redevelopment of the Ring must lead to a reduction in traffic in the Brussels Region by fulfilling its role as a ring road for road traffic that unnecessarily crosses the Region and, in terms of the environment and public health, must respect regional commitments and contribute to better air quality.",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,,,,,,,
Education-in-title,choice,59bfba21c0b6533e,59bfba21c0b6533e_00031,"Based on the policy and plans that exist within the various competent entities, the Government will organise a Brussels States General for health and welfare, which must result in an integrated welfare and health plan that focuses, among other things, on the Brussels first line for welfare and health.",which,explicit,must,obligation,result,"in an integrated welfare and health plan that focuses , among other things , on the Brussels first line for welfare and health",,True,"Based on the policy and plans that exist within the various competent entities, the Government will organise a Brussels States General for health and welfare, which must result in an integrated welfare and health plan that focuses, among other things, on the Brussels first line for welfare and health.",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,,,,,,,
Education-in-title,choice,2f873685559b79f9,2f873685559b79f9_00042,"No. 288 In the event that, as indicated in article 90 of Royal Decree 887/2006 of July 21, the beneficiary wishes to make a voluntary return of the aid without prior request from the Administration, he must request it in writing to the State Secretariat for Digitalization and Artificial Intelligence, in accordance with the provisions of the call. 2.",he,explicit,must,obligation,request it,in accordance with the provisions of the call. 2.|in writing to the State Secretariat for Digitalization and Artificial Intelligence|in accordance with the provisions of the call,,True,b) Expenses that are not properly justified will result in a reduction of the aid corresponding to the non- compliance.,rule_candidate,choice,choice,1,0,0,1,0,0,0,0,,,,,,,
Education-in-title,choice,2f873685559b79f9,2f873685559b79f9_00041,"In the event of non-compliance with the principle of ""not causing significant harm"", climate labelling or the conditions set out in sections 3, 6 and 8 of Component 16, the beneficiary entity must reimburse the amounts received. flag_es#download.",the beneficiary entity,explicit,must,obligation,reimburse the amounts received,"In the event of non - compliance with the principle of "" not causing significant harm "" , climate labelling or the conditions set out in sections 3 , 6 and 8 of Component 16",,True,"In the event of non-compliance with the principle of ""not causing significant harm"", climate labelling or the conditions set out in sections 3, 6 and 8 of Component 16, the beneficiary entity must reimburse the amounts received. flag_es#download.",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,,,,,,,
Education-in-title,choice,e5c7b413ec22c1f5,e5c7b413ec22c1f5_00010,"While AI can provide powerful tools for data analysis, process optimization, and pattern detection, some limitations must be considered.",AI,explicit,can,permission,"provide powerful tools for data analysis , process optimization , and pattern detection","While AI can provide powerful tools for data analysis , process optimization , and pattern detection",tools,True,"For example, data bias can lead to unfair or inaccurate results, and the lack of interpretability of algorithms can hinder understanding of their decisions.",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,,,,,,,
Education-in-title,information,e5c7b413ec22c1f5,e5c7b413ec22c1f5_00024,"The effectiveness of the integration of AI in the education sector can be further increased by focusing on the implementation of personalized educational approaches, adapting teaching methods to the individual needs of students, and improving the process of assessment and monitoring of progress.",The effectiveness of the integration of AI in the education sector,explicit,can,permission,increased,,assessment,True,"The use of intelligent systems for data analysis enables a deeper understanding of the needs and preferences of students, which results in a more effective adaptation of learning content.",rule_candidate,information,choice|information|position,3,0,1,1,1,0,0,0,,,,,,,
Education-in-title,information,2154e84ccbd12627,2154e84ccbd12627_00005,"Legality and transparency ÿ legality (availability of all necessary rights to use AI systems); ÿ non-discrimination (the use of AI systems should not lead to discrimination or create inequalities between students based on race, gender, ethnicity, social status, etc.).",Legality and transparency ÿ legality ( availability of all necessary rights to use AI systems ) ; ÿ non - discrimination ( the use of AI systems,explicit,should,prohibition,lead,,AI systems,True,"Legality and transparency ÿ legality (availability of all necessary rights to use AI systems); ÿ non-discrimination (the use of AI systems should not lead to discrimination or create inequalities between students based on race, gender, ethnicity, social status, etc.).",rule_candidate,information,choice|information|position,3,0,1,1,1,0,0,0,,,,,,,
Education-in-title,information,b03073832e558af6,b03073832e558af6_00026,"Educational leaders should ensure there is sufficient training, assessment, and oversight for operators of the AI to interpret and act on the AI’s output, combat any automation bias, and ensure human-based components of the system effectively manage risks from the use of AI. 8.",Educational leaders,explicit,should,obligation,ensure 8|combat any automation bias|ensure,,assessment,True,"Provide additional human oversight, intervention, and accountability as part of decisions or actions that could result in a significant impact on rights or safety.",rule_candidate,information,choice|information,2,0,0,1,1,0,0,0,,,,,,,
Education-in-title,information,2154e84ccbd12627,2154e84ccbd12627_00005,Basic principles of responsible use of AI systems in general secondary education ÿ transparency and clarity (disclosure of information about the use of AI systems and explanation of the purposes and methods of such use; understanding the sources of information on which AI operates). individual opportunities); 8 ÿ accessibility (AI systems should be accessible to all students regardless of their 2),AI systems,explicit,should,obligation,be,,AI systems,True,"Legality and transparency ÿ legality (availability of all necessary rights to use AI systems); ÿ non-discrimination (the use of AI systems should not lead to discrimination or create inequalities between students based on race, gender, ethnicity, social status, etc.).",rule_candidate,information,choice|information|position|scope,4,0,1,1,1,1,0,0,,,,,,,
Education-in-title,information,b03073832e558af6,b03073832e558af6_00034,"● AI-enhanced products may not adequately protect student data, resulting in wrongful use or disclosure of student information.",● AI - enhanced products,explicit,may,prohibition,protect student data,,student data,True,● AI-enhanced products could result in students under the age of 13 accessing inappropriate or harmful content.,rule_candidate,information,choice|information|position,3,0,1,1,1,0,0,0,,,,,,,
Education-in-title,information,2f873685559b79f9,2f873685559b79f9_00017,"If compliance with any of these conditions is not demonstrated, the beneficiary will be required to provide the necessary supporting documentation within a maximum of ten business days, starting from the day after notification of the requirement.",,implicit,required,obligation,demonstrated|provide the necessary supporting documentation within a maximum of ten business days,,,True,Failure to provide this documentation or providing it after the deadline will result in the loss of the right to receive the aid.,rule_candidate,information,choice|information,2,0,0,1,1,0,0,0,,,,,,,
Education-in-title,information,f3b7e05ac1042b2d,f3b7e05ac1042b2d_00020,"In the event of an alert by the operators, an on-site project review may be organized by the SGPI in conjunction with the supervisory ministries.",an on - site project review,explicit,may,permission,organized,,,True,"These visits result in a report, recommendations and possibly support proposals. specific project monitoring arrangements, ensuring the correct level of information from the central departments of the ministries concerned.",rule_candidate,information,choice|information,2,0,0,1,1,0,0,0,,,,,,,
Education-in-title,information,5356c3a4c58cd2eb,5356c3a4c58cd2eb_00052,"Therefore, if the SIL assigned to the machine learning element is 2 or higher, the design shall be reviewed and the assessment shall be repeated from step ÿ ""Confirmation of the necessity of SIL assessment of the entire safety-related system"" so that the SIL of the machine learning element is SIL1 or no SIL.",the design,explicit,shall,obligation,reviewed|repeated,if the SIL assigned to the machine learning element,assessment,True,"When setting a numerical target for the external quality of a machine learning element (such as the occurrence rate of erroneous judgments that lead to danger), it may be considered to refer to the",rule_candidate,information,choice|information|scope,3,0,0,1,1,1,0,0,,,,,,,
Education-in-title,aggregation,c48953e5af5e14af,c48953e5af5e14af_00007,"Generative AI also responds to the preferences of users, which may result in the adoption of dominant ideas and remove more diverse views, creating ‘echo chambers’ and reinforcing biases.",which,explicit,may,permission,result|remove more diverse views,in the adoption of dominant ideas,,True,"Generative AI also responds to the preferences of users, which may result in the adoption of dominant ideas and remove more diverse views, creating ‘echo chambers’ and reinforcing biases.",rule_candidate,aggregation,aggregation|choice|position,3,0,1,1,0,0,1,0,,,,,,,
Education-in-title,aggregation,c48953e5af5e14af,c48953e5af5e14af_00007,The outputs of generative AI can be inaccurate or biased – even when expressed in confident language.,The outputs of generative AI,explicit,can,permission,be,,,True,"Generative AI also responds to the preferences of users, which may result in the adoption of dominant ideas and remove more diverse views, creating ‘echo chambers’ and reinforcing biases.",rule_candidate,aggregation,aggregation|choice|position,3,0,1,1,0,0,1,0,,,,,,,
